news_context,label,category,source_type,news_id,generated_at,meta_intent,meta_style
काठमाण्डौ – नेपाल सरकारले आज पहिलो 5G नेटवर्क टोलिबाट सुरु गरेको छ। टोलिबाटले २०० भन्दा बढी शहरमा उच्च गति इन्टरनेट सेवा उपलब्ध गराउने छ।,0,technology,online_portal,NP_0001626,2026-01-15T17:16:53.681774,informative,formal
काठमाण्डौ – कृषि विभागले २०२४ को लागि जैविक खाद्य उत्पादन २००० टनको लक्ष्य राखेको छ। लक्ष्य पूरा गर्न नयाँ कृषी प्रविधि र अनुदान कार्यक्रम सुरू गरिनेछ।,0,agriculture,online_portal,NP_0001627,2026-01-15T17:16:53.681777,informative,formal
काठमाण्डौ – नेपाल सरकारले आज नयाँ पर्यटन स्थल 'सगरमाथा राष्ट्रिय निकुञ्ज' को घोषणा गरेको छ। यस स्थलमा पर्यटकहरूलाई विश्व धरोहरको अनुभव गराउने योजना छ।,0,tourism,online_portal,NP_0001628,2026-01-15T17:16:53.681781,informative,formal
काठमाण्डौ – विश्वविद्यालले अनलाइन कलेज कार्यक्रम सुरु गरेको घोषणा गर्‍यो। कार्यक्रम अन्तर्गत १०० भन्दा बढी विषयहरू अनलाइनमा उपलब्ध गराइनेछ।,0,education,online_portal,NP_0001629,2026-01-15T17:16:53.681784,informative,formal
काठमाण्डौ – सुरक्षा बलले आज १०० ठगहरूलाई पक्राउ गरेको छ। ठगहरूलाई ५ वर्षको कारावास सजा सुनाइएको छ।,0,crime,online_portal,NP_0001630,2026-01-15T17:16:53.681787,informative,formal
काठमाण्डौ – भूकम्पपछि नेपालमा राहत कार्य सुरु गरियो। सरकारले १००० भन्दा बढी राहत सामग्री वितरण गर्ने योजना बनाएको छ।,0,disaster,online_portal,NP_0001631,2026-01-15T17:16:53.681791,informative,formal
काठमाण्डौ – सरकारले भोलिदेखि सबै नागरिकलाई अनिवार्य क्याप्सूल खोप लगाउने घोषणा गरेको छ। यो निर्णयलाई विरोधी दलहरूले निन्दा गरेका छन्।,1,politics,social_media,NP_0001632,2026-01-15T17:16:53.681794,misleading,sensational
नेपाल बैंकले आज घोषणा गर्‍यो कि सबै बैंक खाताहरूलाई शून्य ब्याज दर लागू गर्ने निर्णय लिएको छ। यसले नागरिकहरूलाई ठूलो लाभ हुने अपेक्षा गरिएको छ।,1,economy,social_media,NP_0001633,2026-01-15T17:16:53.681797,misleading,sensational
काठमाण्डौ – नयाँ कोरोना भेरिएन्टले १००% मृत्यु दर भएको रिपोर्ट आएको छ। स्वास्थ्य विभागले चेतावनी जारी गरेको छ।,1,health,social_media,NP_0001634,2026-01-15T17:16:53.681800,misleading,sensational
"शीर्षक: प्रधानमन्त्री अंशुल शाहले आज काठमाण्डौमा ‘सतत विकास योजना’को घोषणा गरे। योजना अन्तर्गत २०२५ सम्ममा १००० मिलियन टन हरित ऊर्जा उत्पादन गर्ने लक्ष्य राखिएको छ, जसमा सौर्य र पवन ऊर्जा केन्द्रहरू समावेश छन्।",0,politics,government_press_release,NP_0001635,2026-01-15T17:18:12.120462,informative,formal
शीर्षक: प्रधानमन्त्रीले विदेशी राष्ट्रसँग मिलेर नयी मुद्रा ल्याउने घोषणा गर्‍यो।,1,politics,social_media,NP_0001636,2026-01-15T17:18:12.120474,misleading,sensational
शीर्षक: नपेलको निर्यात २०२४ मा ५ प्रतिशत वृद्धिले १०० बिलियन डलरमा पुगेको छ।,0,economy,official_website,NP_0001637,2026-01-15T17:18:12.120478,informative,formal
शीर्षक: नपेलको बैंकहरूले सबै ग्राहकको खाता बन्द गर्ने निर्णय गरेको छ।,1,economy,online_portal,NP_0001638,2026-01-15T17:18:12.120481,misleading,sensational
शीर्षक: स्वास्थ्य मन्त्रालयले २०२५ सम्ममा सबै गाउँमा टेलिमेडिसिन सेवा उपलब्ध गराउने योजना ल्याएको छ।,0,health,government_press_release,NP_0001639,2026-01-15T17:18:12.120484,informative,formal
शीर्षक: नयाँ खोपले १०० प्रतिशत रोगनिवारण गर्ने दावी गरियो।,1,health,social_media,NP_0001640,2026-01-15T17:18:12.120486,misleading,sensational
शीर्षक: नपेलको सामाजिक कल्याण कार्यक्रमले २०२४ मा १ करोड भन्दा बढी जनालाई सहायता पुर्याएको छ।,0,society,local_newspaper,NP_0001641,2026-01-15T17:18:12.120489,informative,formal
शीर्षक: सरकारले सबै नागरिकलाई १० लाख रुपैयाँको नकद भुक्तानी गर्ने घोषणा गर्‍यो।,1,society,online_portal,NP_0001642,2026-01-15T17:18:12.120492,misleading,sensational
शीर्षक: नपेलको पहिलो 5G नेटवर्क २०२५ मा काठमाण्डौमा सुरु हुनेछ।,0,technology,official_website,NP_0001643,2026-01-15T17:18:12.120495,informative,formal
शीर्षक: सरकारले सबै मोबाइललाई ४G मा डाउनग्रेड गर्ने निर्णय गरेको छ।,1,technology,social_media,NP_0001644,2026-01-15T17:18:12.120497,misleading,sensational
शीर्षक: नपेलको कृषि मन्त्रालयले २०२४ मा २ करोड टन धान उत्पादन गर्ने लक्ष्य राखेको छ।,0,agriculture,government_press_release,NP_0001645,2026-01-15T17:18:12.120500,informative,formal
शीर्षक: सरकारले सबै किसानलाई १ लाख टन धान फिर्ता गर्ने घोषणा गर्‍यो।,1,agriculture,online_portal,NP_0001646,2026-01-15T17:18:12.120503,misleading,sensational
शीर्षक: नपेलको पर्यटन विभागले २०२५ मा १० लाख विदेशी पर्यटकलाई आकर्षित गर्ने योजना ल्याएको छ।,0,tourism,official_website,NP_0001647,2026-01-15T17:18:12.120505,informative,formal
शीर्षक: सरकारले सबै पर्यटकलाई नपेलबाट बाहिर निकाल्ने घोषणा गर्‍यो।,1,tourism,social_media,NP_0001648,2026-01-15T17:18:12.120508,misleading,sensational
"शीर्षक: सरकारले नयाँ संविधान संशोधन प्रस्ताव सार्वजनिक गर्‍यो

काठमाडौँ – २०२६ वर्षको १ औँ दिन सरकारले संविधान संशोधनको प्रस्ताव सार्वजनिक गरेको छ। प्रस्तावमा शिक्षा, स्वास्थ्य र ग्रामीण विकासका विषयमा विशेष सुधारहरू समावेश छन्। प्रधानमन्त्रीका अनुसार, यो कदमले देशको लोकतान्त्रिक प्रक्रियालाई मजबुत बनाउनेछ।",0,politics,government_press_release,NP_0001649,2026-01-15T17:19:31.718726,informative,formal
शीर्षक: प्रधानमन्त्री दीनेश श्रेष्ठले आजै नयाँ ग्रामीण विकास नीति घोषणा गरे। सरकारले २०२६ सन् १० करोड टोलको ग्रामीण क्षेत्रहरूमा अवसंरचना सुधार र स्वास्थ्य सेवा विस्तार गर्ने योजना सार्वजनिक गर्‍यो।,0,politics,official_press_release,NP_0001650,2026-01-15T17:20:34.033347,informative,formal
"सामाजिक सञ्जालमा फैलिएको झूठो खबरअनुसार, निपालको मुद्रा १०० प्रतिशत मूल्यमा घट्नेछ र सरकारले तत्कालै नयाँ मुद्रा जारी गर्ने योजना बनाएको छ।",1,economy,social_media,NP_0001651,2026-01-15T17:20:34.033359,misleading,sensational
स्वास्थ्य मन्त्रालयले आजै नयाँ फ्लू रोकथाम कार्यक्रमको घोषणा गर्‍यो। कार्यक्रम अन्तर्गत ५ वर्षभन्दा कम उमेरका बालबालिकालाई निःशुल्क खोप उपलब्ध गराउने योजना छ।,0,health,online_portal,NP_0001652,2026-01-15T17:20:34.033363,informative,formal
"रिपोर्ट अनुसार, काठमाडौंमा एक प्रसिद्ध कलाकारको नामको झूठो अफवाह फैलिएको छ कि उनले समाजसेवा कार्यक्रममा भाग लिने छैनन्।",1,society,rumor_blog,NP_0001653,2026-01-15T17:20:34.033366,misleading,sensational
नेपाल टेक्नोलोजी फोरमले आजै नयाँ मोबाइल एप्लिकेशन ‘स्मार्ट हेल्थ’को उद्घाटन गर्‍यो। एपले स्वास्थ्य डेटा ट्र्याक गर्ने र चिकित्सकसँग अनलाइन परामर्श सुविधा दिन्छ।,0,technology,online_portal,NP_0001654,2026-01-15T17:20:34.033370,informative,formal
एक अनौपचारिक स्रोतले जनाएका छन् कि देशको प्रमुख धान उत्पादन क्षेत्रमा अचानक एउटा भयानक रोग फैलिएको छ जसले धान उत्पादन ८० प्रतिशत घटाउने सम्भावना छ।,1,agriculture,social_media,NP_0001655,2026-01-15T17:20:34.033374,misleading,sensational
काठमाण्डौको पर्यटन विभागले आजै नयाँ ‘हिमालय ट्रेकिङ’ कार्यक्रमको घोषणा गर्‍यो। कार्यक्रम अन्तर्गत १०० भन्दा बढी नयाँ ट्रेकिङ मार्गहरू खुल्नेछन्।,0,tourism,official_press_release,NP_0001656,2026-01-15T17:20:34.033377,informative,formal
एक अनौपचारिक ब्लगले झूठो सूचना दिएको छ कि नेपालका सबै विश्वविद्यालयहरूले आगामी वर्षको प्रवेश परीक्षा रद्द गर्ने निर्णय गरेको छ।,1,education,rumor_blog,NP_0001657,2026-01-15T17:20:34.033380,misleading,sensational
काठमाण्डौमा आजै एक ट्राफिक दुर्घटनामा ५ जनाले मृत्यु पाएका छन्। दुर्घटना ७:३० बजे बिहान भएको थियो र पुलिसले दुर्घटना स्थलमा अनुसन्धान गरिरहेको छ।,0,crime,online_portal,NP_0001658,2026-01-15T17:20:34.033383,informative,formal
"सामाजिक सञ्जालमा फैलिएको झूठो खबरअनुसार, नेपालमा आजै ७० किमी भरीको भूकम्प आएर १०० भन्दा बढी मानिसहरूलाई घाइते गरेको छ।",1,disaster,social_media,NP_0001659,2026-01-15T17:20:34.033386,misleading,sensational
विधानसभा चुनावमा आजै २०२६ सन् ५४ प्रतिशत मतसङ्ख्याबाट दीनेश श्रेष्ठको पार्टी विजयी भयो। चुनाव आयोगले परिणाम सार्वजनिक गर्‍यो।,0,politics,official_press_release,NP_0001660,2026-01-15T17:20:34.033389,informative,formal
एक अनौपचारिक स्रोतले जनाएका छन् कि नेपालका स्टक मार्केटमा अचानक ठूलो गिरावट आउनेछ र सबै शेयरहरू ५० प्रतिशत घट्नेछन्।,1,economy,rumor_blog,NP_0001661,2026-01-15T17:20:34.033392,misleading,sensational
स्वास्थ्य मन्त्रालयले आजै नयाँ ‘मधुमेह नियन्त्रण’ कार्यक्रमको घोषणा गर्‍यो। कार्यक्रम अन्तर्गत मधुमेह रोगीहरूलाई निःशुल्क परीक्षण र उपचार सुविधा उपलब्ध गराउने योजना छ।,0,health,online_portal,NP_0001662,2026-01-15T17:20:34.033396,informative,formal
एक अनौपचारिक ब्लगले झूठो सूचना दिएको छ कि नेपालका सबै प्रमुख शहरहरूमा आजै एक ठूलो सामाजिक कार्यक्रमको आयोजना हुनेछ र सबै नागरिकहरूलाई आमन्त्रित गरिनेछ।,1,society,rumor_blog,NP_0001663,2026-01-15T17:20:34.033400,misleading,sensational
नेपाल विज्ञान फोरमले आजै नयाँ ‘कम्प्युटर साइंस’ प्रोग्रामको उद्घाटन गर्‍यो। प्रोग्राममा २०० भन्दा बढी विद्यार्थीहरूलाई अनलाइन कोर्स उपलब्ध गराउने योजना छ।,0,technology,online_portal,NP_0001664,2026-01-15T17:20:34.033404,informative,formal
एक अनौपचारिक स्रोतले जनाएका छन् कि नेपालमा सबै पेस्टिसाइडहरू तत्कालै प्रतिबन्धित हुनेछन् र किसानहरूले वैकल्पिक उर्वरक प्रयोग गर्नुपर्नेछ।,1,agriculture,social_media,NP_0001665,2026-01-15T17:20:34.033407,misleading,sensational
एक अनौपचारिक ब्लगले झूठो सूचना दिएको छ कि नेपालका सबै विद्यालयहरू आजै बन्द हुनेछन् र सबै कक्षाहरू अनलाइनमा चल्नेछन्।,1,education,rumor_blog,NP_0001666,2026-01-15T17:20:34.033414,misleading,sensational
काठमाण्डौमा आजै एक गुनासोको घटना भएको छ जहाँ ३ जना व्यक्तिलाई चोरीको आरोपमा गिरफ्तार गरियो। पुलिसले घटना स्थलमा अनुसन्धान गरिरहेको छ।,0,crime,online_portal,NP_0001667,2026-01-15T17:20:34.033417,informative,formal
"सामाजिक सञ्जालमा फैलिएको झूठो खबरअनुसार, नेपालमा आजै १०० किमी भरीको बाढी आएर ५०० भन्दा बढी मानिसहरूलाई घाइते गरेको छ।",1,disaster,social_media,NP_0001668,2026-01-15T17:20:34.033421,misleading,sensational
"शीर्षक: संसदमा नयाँ कर नीति पारित भयो
काठमाण्डौ – निपुण सरकारले आज संसदमा ‘आयकर सुधार अधिनियम २०२६’ पारित गर्‍यो जसमा मध्यवर्गीय परिवारका लागि आयकर दर १५% मा घटाइएको छ र उच्च आय वर्गका लागि दर ३०% मा बढाइएको छ। यो नीति १ जनवरी २०२७ देखि लागु हुनेछ।",0,politics,government_press_release,NP_0001669,2026-01-15T17:23:12.690811,informative,formal
"शीर्षक: सरकारको गुप्त योजना ‘अभियान ४०२’ को खुलासा
काठमाण्डौ – सामाजिक सञ्जालमा फैलिएको एक अफवाह अनुसार, सरकारले ‘अभियान ४०२’ नामक गुप्त परियोजना अन्तर्गत २०२८ सम्म देशको सबै बैंकलाई नष्ट गर्ने योजना बनाएको छ। यो दाबीको कुनै आधिकारिक पुष्टि नभएको कारण जनताले सन्देहमा छ।",1,politics,social_media,NP_0001670,2026-01-15T17:23:12.690827,misleading,sensational
"शीर्षक: २०२६ मा नेपालको आर्थिक वृद्धिदर ४.५% पुगेको
काठमाण्डौ – राष्ट्रिय सांख्यिकी ब्युरोको रिपोर्ट अनुसार, २०२६ मा नेपालको सकल घरेलु उत्पादन (GDP) ४.५% ले बढेको छ। यो वृद्धिदर पूर्ववर्षको ३.८% भन्दा उच्च छ र यसले देशको आर्थिक स्थिरता र विकासमा सकारात्मक योगदान गरेको छ।",0,economy,online_portal,NP_0001671,2026-01-15T17:23:12.690832,informative,formal
"शीर्षक: निपुण सरकारले २०२७ मा मुद्रा मूल्य घटाउने योजना
काठमाण्डौ – एक अनौपचारिक स्रोतले जनावर गरेको छ कि सरकार २०२७ मा नेपाली मुद्रा ‘रुपैया’ को मूल्य २०% घटाउने योजना बनाएको छ। यो दाबीको कुनै आधिकारिक पुष्टि नभएको कारण बजारमा अस्थिरता छ।",1,economy,news_agency,NP_0001672,2026-01-15T17:23:12.690836,misleading,sensational
"शीर्षक: स्वास्थ्य मन्त्रालयले नयाँ खोप अभियान सुरु गर्‍यो
काठमाण्डौ – स्वास्थ्य मन्त्रालयले आज ‘डायबिटीज र हाइपरटेनशन’ बिरामीहरूका लागि निःशुल्क खोप अभियान सुरु गरेको घोषणा गर्‍यो। यो अभियान १ मार्च २०२७ देखि ३० जून २०२७ सम्म १०,००० भन्दा बढी बिरामीहरूलाई लक्षित गर्नेछ।",0,health,government_press_release,NP_0001673,2026-01-15T17:23:12.690840,informative,formal
"शीर्षक: ‘सुपर ड्रग’ को दाबीले स्वास्थ्य क्षेत्रलाई हल्लाएको
काठमाण्डौ – एक अनौपचारिक स्रोतले जनावर गरेको छ कि ‘सुपर ड्रग’ नामक एक दवा १० दिनमै सबै रोगहरूलाई ठीक गर्ने दाबी गरेको छ। यो दाबीको कुनै वैज्ञानिक प्रमाण नभएको कारण स्वास्थ्य विशेषज्ञहरूले चेतावनी दिएका छन्।",1,health,social_media,NP_0001674,2026-01-15T17:23:12.690845,misleading,sensational
"शीर्षक: एनजीओले ग्रामीण क्षेत्रमा साक्षरता कार्यक्रम सुरु गर्‍यो
काठमाण्डौ – ‘साक्षरता साथी’ नामक एनजीओले आज ग्रामीण क्षेत्रका ५०० भन्दा बढी बालबालिकालाई निःशुल्क पढ्न‑सुन्न कार्यक्रम सुरु गरेको घोषणा गर्‍यो। कार्यक्रमको उद्देश्य बालबालिकामा पढ्न‑सुन्नको रुचि जगाउने हो।",0,society,online_portal,NP_0001675,2026-01-15T17:23:12.690849,informative,formal
"शीर्षक: ‘निरोधी समूह’ को दाबीले समाजमा हल्ला मचाएको
काठमाण्डौ – एक अफवाह अनुसार, ‘निरोधी समूह’ नामक एक गुप्त संगठनले धार्मिक विश्वासलाई नकारात्मक रूपमा चित्रण गर्ने कार्यक्रम चलाउँदै आएको छ। यो दाबीको कुनै प्रमाण नभएको कारण समाजमा असमंजस छ।",1,society,news_agency,NP_0001676,2026-01-15T17:23:12.690853,misleading,sensational
"शीर्षक: नेपालमा पहिलो ५जी नेटवर्क सुरु गरियो
काठमाण्डौ – ‘नेपाल टेलिकम’ले आज देशभरमा पहिलो ५जी नेटवर्क सुरु गरेको घोषणा गर्‍यो। यो नेटवर्कले २०० मेगाबाइट प्रति सेकेन्डको गतिको वायर्ड कनेक्शन उपलब्ध गराउनेछ।",0,technology,government_press_release,NP_0001677,2026-01-15T17:23:12.690857,informative,formal
"शीर्षक: ‘एलियन टेक्नोलोजी’ को दाबीले टेक्नोलोजी क्षेत्रलाई हल्लाएको
काठमाण्डौ – एक अनौपचारिक स्रोतले जनावर गरेको छ कि ‘एलियन टेक्नोलोजी’ नामक एक उपकरणले मानवलाई १० वर्षमा अमर बनाउने दाबी गरेको छ। यो दाबीको कुनै वैज्ञानिक प्रमाण नभएको कारण टेक्नोलोजी विशेषज्ञहरूले चेतावनी दिएका छन्।",1,technology,social_media,NP_0001678,2026-01-15T17:23:12.690862,misleading,sensational
"शीर्षक: सरकारले नयाँ सिंचाइ परियोजना सुरु गर्‍यो
काठमाण्डौ – निपुण सरकारले आज ‘सिंचाइ २०२७’ नामक परियोजना अन्तर्गत १०,००० हेक्टर कृषि क्षेत्रलाई सिंचाइ सुविधा उपलब्ध गराउने घोषणा गर्‍यो। यो परियोजनाले कृषकहरूलाई उत्पादन वृद्धि गर्ने आशा गरिएको छ।",0,agriculture,government_press_release,NP_0001679,2026-01-15T17:23:12.690866,informative,formal
"शीर्षक: ‘जीनोम बद्लिएको फसल’ को दाबीले कृषिक्षेत्रलाई हल्लाएको
काठमाण्डौ – एक अनौपचारिक स्रोतले जनावर गरेको छ कि ‘जीनोम बद्लिएको फसल’ नामक फसलले मानव स्वास्थ्यलाई हानिकारक असर पुर्याउने दाबी गरेको छ। यो दाबीको कुनै वैज्ञानिक प्रमाण नभएको कारण कृषकहरूले असमंजसमा छन्।",1,agriculture,news_agency,NP_0001680,2026-01-15T17:23:12.690873,misleading,sensational
"शीर्षक: पोखरा क्षेत्रमा नयाँ पर्यटन आकर्षण खुल्यो
काठमाण्डौ – पोखरा शहरमा ‘सूर्यास्त ताल’ नामक नयाँ पर्यटन आकर्षण २०२७ मा खुल्यो। यो तालमा रातको समयमा रोशनीको कार्यक्रम चल्नेछ जसले पर्यटकहरूलाई आकर्षित गर्ने अपेक्षा गरिएको छ।",0,tourism,online_portal,NP_0001681,2026-01-15T17:23:12.690877,informative,formal
"शीर्षक: ‘बन्द पर्यटन मार्ग’ को दाबीले पर्यटन क्षेत्रलाई हल्लाएको
काठमाण्डौ – एक अफवाह अनुसार, ‘बन्द पर्यटन मार्ग’ नामक एक कार्यक्रमले सबै विदेशी पर्यटकहरूलाई नेपालबाट प्रतिबन्धित गर्ने दाबी गरेको छ। यो दाबीको कुनै प्रमाण नभएको कारण पर्यटन उद्योगमा असमंजस छ।",1,tourism,social_media,NP_0001682,2026-01-15T17:23:12.690881,misleading,sensational
"शीर्षक: शिक्षा मन्त्रालयले नयाँ पाठ्यक्रम घोषणा गर्‍यो
काठमाण्डौ – शिक्षा मन्त्रालयले आज २०२८ को लागि नयाँ पाठ्यक्रम ‘भविष्यका दक्षता’ घोषणा गर्‍यो जसमा STEM, डिजिटल साक्षरता र सामाजिक जिम्मेवारीलाई जोड दिइएको छ।",0,education,government_press_release,NP_0001683,2026-01-15T17:23:12.690886,informative,formal
"शीर्षक: ‘सुपर स्कूल’ को दाबीले शिक्षा क्षेत्रलाई हल्लाएको
काठमाण्डौ – एक अनौपचारिक स्रोतले जनावर गरेको छ कि ‘सुपर स्कूल’ नामक एक संस्था १० वर्षमा सबै विद्यार्थीहरूलाई विश्व स्तरीय बनाउने दाबी गरेको छ। यो दाबीको कुनै प्रमाण नभएको कारण शिक्षा विशेषज्ञहरूले चेतावनी दिएका छन्।",1,education,news_agency,NP_0001684,2026-01-15T17:23:12.690889,misleading,sensational
"शीर्षक: पुलिसले प्रमुख ड्रग सिंडिकेटलाई गिरफ्तार गर्‍यो
काठमाण्डौ – पुलिसले आज १०,००० भन्दा बढी ड्रग्स कब्जा गरेको प्रमुख सिंडिकेटलाई गिरफ्तार गरेको घोषणा गर्‍यो। यो कार्यले देशको ड्रग विरोधी अभियानमा ठूलो सफलता मानिएको छ।",0,crime,online_portal,NP_0001685,2026-01-15T17:23:12.690893,informative,formal
"शीर्षक: ‘सेलिब्रिटी ड्रग्स’ को दाबीले समाजलाई हल्लाएको
काठमाण्डौ – एक अफवाह अनुसार, ‘सेलिब्रिटी ड्रग्स’ नामक एक कार्यक्रमले प्रसिद्ध कलाकारलाई ड्रग्सको लागि गिरफ्तार गराएको दाबी गरेको छ। यो दाबीको कुनै प्रमाण नभएको कारण समाजमा असमंजस छ।",1,crime,social_media,NP_0001686,2026-01-15T17:23:12.690897,misleading,sensational
"शीर्षक: ७.४ तीव्रता भूकम्पको रिपोर्ट
काठमाण्डौ – ७.४ तीव्रताको भूकम्प २०२७ को १० नोभेम्बर ०४:३० बजे काठमाण्डौमा आएको रिपोर्ट आएको छ। २०० भन्दा बढी भवनहरू क्षतिग्रस्त भएका छन् र ५० भन्दा बढी मानिसहरूलाई चोटपटक लागेको छ।",0,disaster,news_agency,NP_0001687,2026-01-15T17:23:12.690901,informative,formal
काठमाण्डौं – प्रधानमन्त्री श्यामलाल शाहले आज संसदमा नयाँ संविधान संशोधनको प्रस्ताव पेश गरे। प्रस्तावमा ८०% सहमति प्राप्त भएको छ र आगामी महिनामा अनुमोदन प्रक्रिया सुरु हुनेछ।,0,politics,online_portal,NP_0001688,2026-01-15T17:24:31.317886,informative,formal
"काठमाण्डौं – रिपोर्ट अनुसार, सरकारले आगामी महिनामा सबै विदेशी नागरिकहरूलाई तत्काल निकास आदेश जारी गर्ने योजना बनाएको छ। यो निर्णय हालैको राजनीतिक अस्थिरताको कारणले लिइएको हो।",1,politics,social_media,NP_0001689,2026-01-15T17:24:31.317900,misleading,sensational
नेपाल बैंकले आज घोषणा गरेको छ कि २०२५ को आर्थिक वर्षको लागि ब्याज दर ४.५% राखिनेछ। यसले विदेशी लगानीमा वृद्धि गर्ने अपेक्षा गरिएको छ।,0,economy,official_website,NP_0001690,2026-01-15T17:24:31.317905,informative,formal
राष्ट्रिय समाचारपत्रले झूठा खबर फेला पारेको छ कि नेपालले आगामी वर्षमा १००% कर दर लागू गर्ने योजना बनाएको छ। यो निर्णयले नागरिकहरूमा ठूलो असन्तोष पैदा गरेको छ।,1,economy,blog,NP_0001691,2026-01-15T17:24:31.317909,misleading,sensational
"शीर्षक: प्रधानमन्त्रीले नयाँ संविधान संशोधनको घोषणा गर्‍यो, जसमा मानव अधिकार र लोकतन्त्रको सुदृढीकरणको प्रस्ताव राखिएको छ।",0,politics,government_release,NP_0001692,2026-01-15T17:25:55.273284,informative,formal
"शीर्षक: प्रधानमन्त्रीले देशको सबै नागरिकलाई १०० प्रतिशत कर माफी घोषणा गर्‍यो, जसले आर्थिक संकटको समाधान गर्ने वायदा गर्यो।",1,politics,social_media,NP_0001693,2026-01-15T17:25:55.273315,misleading,sensational
"शीर्षक: विदेशी लगानी २०% बृद्धि भएको छ, जसले नपालेको आर्थिक विकासमा ठूलो योगदान पुर्याएको छ।",0,economy,online_portal,NP_0001694,2026-01-15T17:25:55.273324,informative,neutral
"शीर्षक: सरकारले सबै बैंकहरूलाई तत्काल बन्द गर्ने निर्णय गर्‍यो, जसले वित्तीय प्रणालीमा अस्थिरता ल्याउने सम्भावना छ।",1,economy,blog,NP_0001695,2026-01-15T17:25:55.273331,misleading,clickbait
"शीर्षक: स्वास्थ्य कार्यक्रमले ५ लाख रोगीलाई उपचार गर्‍यो, जसले नपालेको स्वास्थ्य क्षेत्रमा सुधार ल्याएको छ।",0,health,news_agency,NP_0001696,2026-01-15T17:25:55.273337,,
"काठमाण्डौ – प्रधानमन्त्री अजय झा ले आजै संसदमा नयाँ संविधान संशोधनको प्रस्ताव पेश गरे, जसले ग्रामीण विकासमा विशेष ध्यान दिनेछ।",0,politics,news_agency,NP_0001697,2026-01-15T17:28:33.702728,informative,formal
"काठमाण्डौ – प्रधानमन्त्री अजय झा ले आजै संसदमा नयाँ संविधान संशोधनको प्रस्ताव पेश गरे, जसले विदेशी नागरिकलाई नेपाली नागरिकता दिनेछ।",1,politics,social_media,NP_0001698,2026-01-15T17:28:33.702743,misleading,sensational
नेपाल बैंकले आजै घोषणा गर्‍यो कि २०२६ वर्षको लागि राष्ट्रिय आर्थिक वृद्धिदर ४.५% हुनेछ।,0,economy,online_portal,NP_0001699,2026-01-15T17:28:33.702747,informative,formal
नेपाल बैंकले आजै घोषणा गर्‍यो कि २०२६ वर्षको लागि राष्ट्रिय आर्थिक वृद्धिदर २५०% हुनेछ।,1,economy,social_media,NP_0001700,2026-01-15T17:28:33.702749,misleading,sensational
संसार स्वास्थ्य संगठनले काठमाण्डौमा भएको नवीनतम कोविड-१९ परीक्षण केन्द्रको उद्घाटन गर्‍यो।,0,health,news_agency,NP_0001701,2026-01-15T17:28:33.702752,informative,formal
"संसार स्वास्थ्य संगठनले काठमाण्डौमा भएको नवीनतम कोविड-१९ परीक्षण केन्द्रको उद्घाटन गर्‍यो, जसले १००% रोगमुक्ति ग्यारेन्टी गर्दछ।",1,health,social_media,NP_0001702,2026-01-15T17:28:33.702755,misleading,sensational
"काठमाण्डौ – स्थानीय स्वच्छता अभियानमा १०,००० भन्दा बढी स्वैच्छिकहरू सहभागी भए।",0,society,online_portal,NP_0001703,2026-01-15T17:28:33.702758,informative,formal
"काठमाण्डौ – स्थानीय स्वच्छता अभियानमा १०,००० भन्दा बढी स्वैच्छिकहरू सहभागी भए, जसले सबै कचरा १० दिनमा नष्ट गर्ने वाचा गर्‍यो।",1,society,social_media,NP_0001704,2026-01-15T17:28:33.702761,misleading,sensational
नेपालको पहिलो स्वदेशी 5G नेटवर्क आजै काठमाण्डौमा सुरू गरियो।,0,technology,news_agency,NP_0001705,2026-01-15T17:28:33.702764,informative,formal
"नेपालको पहिलो स्वदेशी 5G नेटवर्क आजै काठमाण्डौमा सुरू गरियो, जसले १००% अन्तर्राष्ट्रिय डेटा ट्रान्सफर गति ग्यारेन्टी गर्दछ।",1,technology,social_media,NP_0001706,2026-01-15T17:28:33.702767,misleading,sensational
कृषि मन्त्रालयले आजै घोषणा गर्‍यो कि २०२६ वर्षमा धान उत्पादन १५% बढ्नेछ।,0,agriculture,online_portal,NP_0001707,2026-01-15T17:28:33.702769,informative,formal
कृषि मन्त्रालयले आजै घोषणा गर्‍यो कि २०२६ वर्षमा धान उत्पादन १०००% बढ्नेछ।,1,agriculture,social_media,NP_0001708,2026-01-15T17:28:33.702772,misleading,sensational
"काठमाण्डौ – पर्यटन विभागले नयाँ 'इको टूरिज्म' कार्यक्रमको घोषणा गर्‍यो, जसले पर्यटकहरूलाई प्राकृतिक संरक्षणमा सहभागी गराउनेछ।",0,tourism,news_agency,NP_0001709,2026-01-15T17:28:33.702775,informative,formal
"काठमाण्डौ – पर्यटन विभागले नयाँ 'इको टूरिज्म' कार्यक्रमको घोषणा गर्‍यो, जसले पर्यटकहरूलाई १००% छुट्टै टूर गाइड बिना यात्रा गर्ने मौका दिन्छ।",1,tourism,social_media,NP_0001710,2026-01-15T17:28:33.702778,misleading,sensational
"नेपाल विश्वविद्यालयले आजै नयाँ शैक्षिक पाठ्यक्रमको घोषणा गर्‍यो, जसमा डिजिटल लर्निंगलाई प्राथमिकता दिइएको छ।",0,education,online_portal,NP_0001711,2026-01-15T17:28:33.702781,informative,formal
